startTimestamp,endTimestamp,location
"2019-04-23 17:14:12","2019-04-23 17:24:12",4209
"2019-04-23 17:14:17","2019-04-23 17:16:32",2202
"2019-04-23 17:14:18","2019-04-23 17:14:20",1412
"2019-04-23 17:14:19","2019-04-23 17:14:33",4059
"2019-04-23 17:14:20","2019-04-23 17:14:23",1422
"2019-04-23 17:14:21","2019-04-23 17:24:21",1300
"2019-04-23 17:14:23","2019-04-23 17:15:12",1100
"2019-04-23 17:14:24","2019-04-23 17:14:30",5026
"2019-04-23 17:14:26","2019-04-23 17:24:26",1412
"2019-04-23 17:14:30","2019-04-23 17:16:37",6049
"2019-04-23 17:14:31","2019-04-23 17:18:55",1433
"2019-04-23 17:14:33","2019-04-23 17:15:18",4059
"2019-04-23 17:14:37","2019-04-23 17:24:37",2202
"2019-04-23 17:14:41","2019-04-23 17:24:41",6011
"2019-04-23 17:14:42","2019-04-23 17:22:50",1300
"2019-04-23 17:14:43","2019-04-23 17:14:48",4019
"2019-04-23 17:14:45","2019-04-23 17:24:45",4019
"2019-04-23 17:14:47","2019-04-23 17:15:12",1429
"2019-04-23 17:14:48","2019-04-23 17:20:37",4209
"2019-04-23 17:14:50","2019-04-23 17:15:12",4209
"2019-04-23 17:14:52","2019-04-23 17:17:10",2051
"2019-04-23 17:14:57","2019-04-23 17:15:58",4019
"2019-04-23 17:14:59","2019-04-23 17:20:07",1429
"2019-04-23 17:15:00","2019-04-23 17:15:01",2202
"2019-04-23 17:15:01","2019-04-23 17:16:03",2202
"2019-04-23 17:15:03","2019-04-23 17:25:03",4019
"2019-04-23 17:15:04","2019-04-23 17:19:22",3059
"2019-04-23 17:15:09","2019-04-23 17:15:57",1300
"2019-04-23 17:15:11","2019-04-23 17:25:11",1433
"2019-04-23 17:15:12","2019-04-23 17:19:40",1100
"2019-04-23 17:15:13","2019-04-23 17:25:13",3019
"2019-04-23 17:15:14","2019-04-23 17:15:18",4059
"2019-04-23 17:15:18","2019-04-23 17:18:30",5026
"2019-04-23 17:15:20","2019-04-23 17:16:59",1412
"2019-04-23 17:15:22","2019-04-23 17:25:22",3209
"2019-04-23 17:15:25","2019-04-23 17:20:37",1100
"2019-04-23 17:15:29","2019-04-23 17:25:29",1100
"2019-04-23 17:15:43","2019-04-23 17:25:43",1100
"2019-04-23 17:15:46","2019-04-23 17:15:49",2051
"2019-04-23 17:15:47","2019-04-23 17:25:47",2051
"2019-04-23 17:15:49","2019-04-23 17:16:43",1100
"2019-04-23 17:15:51","2019-04-23 17:21:28",1100
"2019-04-23 17:15:54","2019-04-23 17:25:54",1433
"2019-04-23 17:15:55","2019-04-23 17:25:55",2084
"2019-04-23 17:15:57","2019-04-23 17:16:19",1412
"2019-04-23 17:15:58","2019-04-23 17:25:58",4019
"2019-04-23 17:16:01","2019-04-23 17:26:01",1427
"2019-04-23 17:16:03","2019-04-23 17:26:03",2202
"2019-04-23 17:16:05","2019-04-23 17:26:05",1100
"2019-04-23 17:16:10","2019-04-23 17:16:50",4019
"2019-04-23 17:16:14","2019-04-23 17:17:18",1429
"2019-04-23 17:16:19","2019-04-23 17:16:54",1412
"2019-04-23 17:16:20","2019-04-23 17:16:22",4019
"2019-04-23 17:16:22","2019-04-23 17:18:16",4019
"2019-04-23 17:16:26","2019-04-23 17:24:11",2084
"2019-04-23 17:16:28","2019-04-23 17:26:28",1433
"2019-04-23 17:16:30","2019-04-23 17:20:48",2051
"2019-04-23 17:16:32","2019-04-23 17:20:48",1429
"2019-04-23 17:16:34","2019-04-23 17:26:34",2202
"2019-04-23 17:16:37","2019-04-23 17:20:18",4059
"2019-04-23 17:16:38","2019-04-23 17:17:32",3059
"2019-04-23 17:16:39","2019-04-23 17:16:44",4019
"2019-04-23 17:16:40","2019-04-23 17:20:09",6011
"2019-04-23 17:16:43","2019-04-23 17:17:46",1100
"2019-04-23 17:16:44","2019-04-23 17:18:45",1100
"2019-04-23 17:16:50","2019-04-23 17:26:50",1412
"2019-04-23 17:16:54","2019-04-23 17:17:22",2202
"2019-04-23 17:16:56","2019-04-23 17:18:39",4019
"2019-04-23 17:16:58","2019-04-23 17:26:58",2202
"2019-04-23 17:16:59","2019-04-23 17:17:06",2202
"2019-04-23 17:17:00","2019-04-23 17:19:25",2076
"2019-04-23 17:17:04","2019-04-23 17:27:04",1429
"2019-04-23 17:17:06","2019-04-23 17:25:20",1100
"2019-04-23 17:17:07","2019-04-23 17:17:10",2202
"2019-04-23 17:17:08","2019-04-23 17:27:08",1300
"2019-04-23 17:17:10","2019-04-23 17:18:36",1425
"2019-04-23 17:17:16","2019-04-23 17:20:17",6011
"2019-04-23 17:17:18","2019-04-23 17:19:28",2084
"2019-04-23 17:17:22","2019-04-23 17:18:51",1412
"2019-04-23 17:17:26","2019-04-23 17:27:26",2224
"2019-04-23 17:17:32","2019-04-23 17:25:57",3059
"2019-04-23 17:17:33","2019-04-23 17:27:33",1422
"2019-04-23 17:17:35","2019-04-23 17:18:37",1431
"2019-04-23 17:17:37","2019-04-23 17:27:37",1300
"2019-04-23 17:17:38","2019-04-23 17:19:35",3019
"2019-04-23 17:17:39","2019-04-23 17:23:02",2202
"2019-04-23 17:17:42","2019-04-23 17:23:15",2224
"2019-04-23 17:17:44","2019-04-23 17:27:44",1100
"2019-04-23 17:17:46","2019-04-23 17:18:53",1100
"2019-04-23 17:17:48","2019-04-23 17:26:01",1300
"2019-04-23 17:17:51","2019-04-23 17:18:45",4059
"2019-04-23 17:17:56","2019-04-23 17:27:56",1412
"2019-04-23 17:17:58","2019-04-23 17:27:58",1100
"2019-04-23 17:18:00","2019-04-23 17:28:00",4059
"2019-04-23 17:18:01","2019-04-23 17:28:01",2084
"2019-04-23 17:18:02","2019-04-23 17:23:44",1100
"2019-04-23 17:18:03","2019-04-23 17:18:21",2202
"2019-04-23 17:18:04","2019-04-23 17:19:42",6049
"2019-04-23 17:18:05","2019-04-23 17:28:05",2051
"2019-04-23 17:18:07","2019-04-23 17:22:46",2051
"2019-04-23 17:18:09","2019-04-23 17:24:27",3209
"2019-04-23 17:18:11","2019-04-23 17:20:17",6082
"2019-04-23 17:18:13","2019-04-23 17:28:13",5204
"2019-04-23 17:18:16","2019-04-23 17:28:16",2051
"2019-04-23 17:18:18","2019-04-23 17:20:41",3209
"2019-04-23 17:18:21","2019-04-23 17:28:21",1412
"2019-04-23 17:18:25","2019-04-23 17:28:25",6049
"2019-04-23 17:18:30","2019-04-23 17:19:31",5026
"2019-04-23 17:18:36","2019-04-23 17:28:36",1100
"2019-04-23 17:18:37","2019-04-23 17:19:39",1431
"2019-04-23 17:18:39","2019-04-23 17:18:51",4019
"2019-04-23 17:18:41","2019-04-23 17:19:42",5054
"2019-04-23 17:18:45","2019-04-23 17:28:45",1100
"2019-04-23 17:18:51","2019-04-23 17:19:52",1412
"2019-04-23 17:18:52","2019-04-23 17:22:24",1100
"2019-04-23 17:18:53","2019-04-23 17:24:29",1100
"2019-04-23 17:18:55","2019-04-23 17:21:13",1433
"2019-04-23 17:18:57","2019-04-23 17:20:52",3051
"2019-04-23 17:18:58","2019-04-23 17:24:17",2076
"2019-04-23 17:19:02","2019-04-23 17:29:02",1100
"2019-04-23 17:19:04","2019-04-23 17:28:09",1433
"2019-04-23 17:19:06","2019-04-23 17:25:20",4019
"2019-04-23 17:19:12","2019-04-23 17:20:37",2202
"2019-04-23 17:19:16","2019-04-23 17:20:16",2084
"2019-04-23 17:19:19","2019-04-23 17:26:11",3209
"2019-04-23 17:19:22","2019-04-23 17:24:47",2202
"2019-04-23 17:19:23","2019-04-23 17:29:23",6082
"2019-04-23 17:19:25","2019-04-23 17:19:29",2076
"2019-04-23 17:19:26","2019-04-23 17:19:39",2051
"2019-04-23 17:19:27","2019-04-23 17:22:35",2202
"2019-04-23 17:19:28","2019-04-23 17:20:38",1429
"2019-04-23 17:19:29","2019-04-23 17:29:29",3019
"2019-04-23 17:19:31","2019-04-23 17:24:09",1429
"2019-04-23 17:19:32","2019-04-23 17:19:54",2051
"2019-04-23 17:19:33","2019-04-23 17:29:33",1425
"2019-04-23 17:19:35","2019-04-23 17:19:54",3059
"2019-04-23 17:19:36","2019-04-23 17:20:36",5026
"2019-04-23 17:19:39","2019-04-23 17:21:35",1431
"2019-04-23 17:19:40","2019-04-23 17:29:11",2224
"2019-04-23 17:19:42","2019-04-23 17:29:42",6049
"2019-04-23 17:19:44","2019-04-23 17:25:34",5224
"2019-04-23 17:19:48","2019-04-23 17:22:02",1300
"2019-04-23 17:19:50","2019-04-23 17:19:57",4019
"2019-04-23 17:19:52","2019-04-23 17:19:54",1412
"2019-04-23 17:19:53","2019-04-23 17:29:53",1427
"2019-04-23 17:19:54","2019-04-23 17:29:54",1433
"2019-04-23 17:19:56","2019-04-23 17:29:56",6082
"2019-04-23 17:19:57","2019-04-23 17:29:57",1429
"2019-04-23 17:19:59","2019-04-23 17:28:02",4059
"2019-04-23 17:20:00","2019-04-23 17:26:22",1433
"2019-04-23 17:20:05","2019-04-23 17:21:34",5054
"2019-04-23 17:20:06","2019-04-23 17:30:06",4019
"2019-04-23 17:20:07","2019-04-23 17:30:04",1433
"2019-04-23 17:20:09","2019-04-23 17:28:50",6011
"2019-04-23 17:20:12","2019-04-23 17:22:50",1100
"2019-04-23 17:20:14","2019-04-23 17:21:14",2202
"2019-04-23 17:20:16","2019-04-23 17:30:16",2084
"2019-04-23 17:20:17","2019-04-23 17:25:17",2224
"2019-04-23 17:20:18","2019-04-23 17:23:54",4059
"2019-04-23 17:20:20","2019-04-23 17:30:20",1100
"2019-04-23 17:20:21","2019-04-23 17:21:21",6082
"2019-04-23 17:20:28","2019-04-23 17:30:28",1422
"2019-04-23 17:20:31","2019-04-23 17:29:33",5224
"2019-04-23 17:20:36","2019-04-23 17:21:40",5026
"2019-04-23 17:20:37","2019-04-23 17:30:37",3019
"2019-04-23 17:20:38","2019-04-23 17:22:50",1429
"2019-04-23 17:20:40","2019-04-23 17:20:44",4059
"2019-04-23 17:20:41","2019-04-23 17:21:14",1429
"2019-04-23 17:20:42","2019-04-23 17:26:53",2202
"2019-04-23 17:20:44","2019-04-23 17:24:00",4059
"2019-04-23 17:20:46","2019-04-23 17:30:46",1100
"2019-04-23 17:20:48","2019-04-23 17:30:48",1429
"2019-04-23 17:20:52","2019-04-23 17:22:09",2202
"2019-04-23 17:21:06","2019-04-23 17:23:12",6011
"2019-04-23 17:21:10","2019-04-23 17:21:57",1100
"2019-04-23 17:21:11","2019-04-23 17:22:09",4019
"2019-04-23 17:21:12","2019-04-23 17:21:54",3209
"2019-04-23 17:21:13","2019-04-23 17:29:31",1433
"2019-04-23 17:21:14","2019-04-23 17:22:18",2202
"2019-04-23 17:21:15","2019-04-23 17:31:15",1100
"2019-04-23 17:21:16","2019-04-23 17:31:16",2202
"2019-04-23 17:21:21","2019-04-23 17:31:21",1429
"2019-04-23 17:21:26","2019-04-23 17:31:26",4059
"2019-04-23 17:21:28","2019-04-23 17:31:28",2204
"2019-04-23 17:21:30","2019-04-23 17:22:46",1412
"2019-04-23 17:21:33","2019-04-23 17:31:33",1429
"2019-04-23 17:21:34","2019-04-23 17:21:55",5082
"2019-04-23 17:21:35","2019-04-23 17:24:17",1431
"2019-04-23 17:21:36","2019-04-23 17:22:59",3209
"2019-04-23 17:21:39","2019-04-23 17:30:22",1100
"2019-04-23 17:21:40","2019-04-23 17:22:46",5026
"2019-04-23 17:21:49","2019-04-23 17:22:59",2051
"2019-04-23 17:21:50","2019-04-23 17:21:54",2076
"2019-04-23 17:21:52","2019-04-23 17:24:14",4059
"2019-04-23 17:21:53","2019-04-23 17:22:29",4059
"2019-04-23 17:21:54","2019-04-23 17:27:50",3209
"2019-04-23 17:21:55","2019-04-23 17:23:44",2084
"2019-04-23 17:21:57","2019-04-23 17:22:58",1100
"2019-04-23 17:22:02","2019-04-23 17:32:02",1300
"2019-04-23 17:22:09","2019-04-23 17:32:09",1433
"2019-04-23 17:22:18","2019-04-23 17:32:18",1433
"2019-04-23 17:22:24","2019-04-23 17:23:03",1427
"2019-04-23 17:22:29","2019-04-23 17:32:29",1100
"2019-04-23 17:22:35","2019-04-23 17:32:35",1100
"2019-04-23 17:22:42","2019-04-23 17:22:46",4019
"2019-04-23 17:22:46","2019-04-23 17:32:46",2202
"2019-04-23 17:22:50","2019-04-23 17:24:39",1100
"2019-04-23 17:22:55","2019-04-23 17:32:55",1300
"2019-04-23 17:22:57","2019-04-23 17:32:57",4059
"2019-04-23 17:22:58","2019-04-23 17:32:58",1100
"2019-04-23 17:22:59","2019-04-23 17:24:53",3209
"2019-04-23 17:23:01","2019-04-23 17:23:06",6049
"2019-04-23 17:23:02","2019-04-23 17:33:02",2202
"2019-04-23 17:23:03","2019-04-23 17:33:03",1427
"2019-04-23 17:23:04","2019-04-23 17:33:04",1412
"2019-04-23 17:23:06","2019-04-23 17:24:09",6049
"2019-04-23 17:23:12","2019-04-23 17:33:12",1427
"2019-04-23 17:23:13","2019-04-23 17:28:28",1100
"2019-04-23 17:23:15","2019-04-23 17:23:24",1412
"2019-04-23 17:23:21","2019-04-23 17:33:21",3019
"2019-04-23 17:23:24","2019-04-23 17:33:24",1412
"2019-04-23 17:23:26","2019-04-23 17:24:29",2204
"2019-04-23 17:23:28","2019-04-23 17:24:32",6082
"2019-04-23 17:23:44","2019-04-23 17:27:23",1100
"2019-04-23 17:23:49","2019-04-23 17:23:54",5026
"2019-04-23 17:23:52","2019-04-23 17:33:52",4059
"2019-04-23 17:23:54","2019-04-23 17:33:54",4059
"2019-04-23 17:24:00","2019-04-23 17:24:09",2224
"2019-04-23 17:24:04","2019-04-23 17:27:58",2051
"2019-04-23 17:24:08","2019-04-23 17:34:08",1300
"2019-04-23 17:24:09","2019-04-23 17:34:09",1429
"2019-04-23 17:24:10","2019-04-23 17:24:11",1412
"2019-04-23 17:24:11","2019-04-23 17:25:34",1412
"2019-04-23 17:24:12","2019-04-23 17:34:12",2202
"2019-04-23 17:24:14","2019-04-23 17:34:14",4059
"2019-04-23 17:24:15","2019-04-23 17:34:15",2224
"2019-04-23 17:24:16","2019-04-23 17:34:16",2202
"2019-04-23 17:24:17","2019-04-23 17:24:47",1431
"2019-04-23 17:24:19","2019-04-23 17:26:22",2202
"2019-04-23 17:24:20","2019-04-23 17:26:46",2076
"2019-04-23 17:24:21","2019-04-23 17:34:21",1100
"2019-04-23 17:24:23","2019-04-23 17:32:16",2204
"2019-04-23 17:24:26","2019-04-23 17:29:13",1429
"2019-04-23 17:24:27","2019-04-23 17:34:27",3209
"2019-04-23 17:24:29","2019-04-23 17:34:29",2202
"2019-04-23 17:24:32","2019-04-23 17:34:32",3209
"2019-04-23 17:24:39","2019-04-23 17:29:58",2224
"2019-04-23 17:24:47","2019-04-23 17:33:40",1431
"2019-04-23 17:24:53","2019-04-23 17:24:57",5026
"2019-04-23 17:24:57","2019-04-23 17:25:58",5026
"2019-04-23 17:24:59","2019-04-23 17:34:59",1300
"2019-04-23 17:25:02","2019-04-23 17:35:02",1100
"2019-04-23 17:25:07","2019-04-23 17:25:17",4059
"2019-04-23 17:25:13","2019-04-23 17:27:18",6049
"2019-04-23 17:25:15","2019-04-23 17:35:15",1300
"2019-04-23 17:25:16","2019-04-23 17:35:16",2202
"2019-04-23 17:25:17","2019-04-23 17:26:10",1433
"2019-04-23 17:25:18","2019-04-23 17:35:18",2202
"2019-04-23 17:25:20","2019-04-23 17:25:26",1100
"2019-04-23 17:25:24","2019-04-23 17:35:24",2224
"2019-04-23 17:25:25","2019-04-23 17:35:25",1412
"2019-04-23 17:25:26","2019-04-23 17:35:26",1100
"2019-04-23 17:25:29","2019-04-23 17:35:29",6011
"2019-04-23 17:25:30","2019-04-23 17:31:35",2202
"2019-04-23 17:25:32","2019-04-23 17:35:32",1300
"2019-04-23 17:25:34","2019-04-23 17:28:50",1412
"2019-04-23 17:25:35","2019-04-23 17:35:35",3019
"2019-04-23 17:25:38","2019-04-23 17:35:38",6011
"2019-04-23 17:25:40","2019-04-23 17:26:40",6082
"2019-04-23 17:25:41","2019-04-23 17:25:44",1429
"2019-04-23 17:25:44","2019-04-23 17:26:42",1427
"2019-04-23 17:25:45","2019-04-23 17:27:54",4209
"2019-04-23 17:25:48","2019-04-23 17:28:20",2076
"2019-04-23 17:25:51","2019-04-23 17:25:55",4051
"2019-04-23 17:25:53","2019-04-23 17:26:28",5026
"2019-04-23 17:25:54","2019-04-23 17:35:54",2051
"2019-04-23 17:25:55","2019-04-23 17:35:55",2084
"2019-04-23 17:25:57","2019-04-23 17:31:32",2204
"2019-04-23 17:25:58","2019-04-23 17:27:50",5054
"2019-04-23 17:25:59","2019-04-23 17:35:59",1100
"2019-04-23 17:26:01","2019-04-23 17:36:01",2202
"2019-04-23 17:26:02","2019-04-23 17:27:03",5026
"2019-04-23 17:26:04","2019-04-23 17:36:04",2204
"2019-04-23 17:26:05","2019-04-23 17:28:39",3059
"2019-04-23 17:26:06","2019-04-23 17:36:06",1412
"2019-04-23 17:26:07","2019-04-23 17:27:13",1431
"2019-04-23 17:26:09","2019-04-23 17:26:13",2076
"2019-04-23 17:26:10","2019-04-23 17:34:29",5026
"2019-04-23 17:26:11","2019-04-23 17:36:11",3209
"2019-04-23 17:26:13","2019-04-23 17:35:06",2051
"2019-04-23 17:26:14","2019-04-23 17:36:14",4019
"2019-04-23 17:26:16","2019-04-23 17:27:55",5054
"2019-04-23 17:26:22","2019-04-23 17:36:22",1433
"2019-04-23 17:26:23","2019-04-23 17:36:23",2204
"2019-04-23 17:26:24","2019-04-23 17:36:24",1433
"2019-04-23 17:26:27","2019-04-23 17:32:01",3209
"2019-04-23 17:26:28","2019-04-23 17:31:42",3051
"2019-04-23 17:26:33","2019-04-23 17:36:33",2051
"2019-04-23 17:26:35","2019-04-23 17:32:01",2202
"2019-04-23 17:26:40","2019-04-23 17:27:02",1429
"2019-04-23 17:26:42","2019-04-23 17:27:18",1427
"2019-04-23 17:26:44","2019-04-23 17:36:44",1431
"2019-04-23 17:26:46","2019-04-23 17:36:46",2051
"2019-04-23 17:26:50","2019-04-23 17:31:10",2076
"2019-04-23 17:26:53","2019-04-23 17:36:53",2202
"2019-04-23 17:26:56","2019-04-23 17:36:56",1100
"2019-04-23 17:27:02","2019-04-23 17:37:02",1412
"2019-04-23 17:27:03","2019-04-23 17:37:03",1100
"2019-04-23 17:27:05","2019-04-23 17:33:33",2051
"2019-04-23 17:27:07","2019-04-23 17:28:13",5026
"2019-04-23 17:27:10","2019-04-23 17:28:09",4059
"2019-04-23 17:27:13","2019-04-23 17:27:40",1429
"2019-04-23 17:27:15","2019-04-23 17:27:48",2051
"2019-04-23 17:27:18","2019-04-23 17:37:18",1427
"2019-04-23 17:27:19","2019-04-23 17:37:19",2202
"2019-04-23 17:27:21","2019-04-23 17:37:21",3019
"2019-04-23 17:27:23","2019-04-23 17:37:23",1100
"2019-04-23 17:27:28","2019-04-23 17:31:10",3051
"2019-04-23 17:27:31","2019-04-23 17:37:31",1429
"2019-04-23 17:27:34","2019-04-23 17:28:34",4019
"2019-04-23 17:27:36","2019-04-23 17:27:55",4019
"2019-04-23 17:27:40","2019-04-23 17:34:49",2051
"2019-04-23 17:27:48","2019-04-23 17:27:58",2202
"2019-04-23 17:27:50","2019-04-23 17:37:15",3209
"2019-04-23 17:27:52","2019-04-23 17:28:57",6011
"2019-04-23 17:27:54","2019-04-23 17:37:54",4209
"2019-04-23 17:27:55","2019-04-23 17:37:55",1427
"2019-04-23 17:27:58","2019-04-23 17:29:31",1100
"2019-04-23 17:28:02","2019-04-23 17:38:02",1100
"2019-04-23 17:28:06","2019-04-23 17:28:40",2051
"2019-04-23 17:28:09","2019-04-23 17:36:00",1433
"2019-04-23 17:28:13","2019-04-23 17:29:13",5026
"2019-04-23 17:28:17","2019-04-23 17:28:34",4019
"2019-04-23 17:28:20","2019-04-23 17:38:20",2076
"2019-04-23 17:28:24","2019-04-23 17:38:24",2204
"2019-04-23 17:28:28","2019-04-23 17:38:28",2202
"2019-04-23 17:28:34","2019-04-23 17:29:12",4019
"2019-04-23 17:28:39","2019-04-23 17:38:39",3051
"2019-04-23 17:28:40","2019-04-23 17:38:40",1427
"2019-04-23 17:28:50","2019-04-23 17:31:59",1412
"2019-04-23 17:28:54","2019-04-23 17:29:05",2202
"2019-04-23 17:28:57","2019-04-23 17:29:58",6011
"2019-04-23 17:29:00","2019-04-23 17:30:01",1300
"2019-04-23 17:29:01","2019-04-23 17:39:01",1100
"2019-04-23 17:29:05","2019-04-23 17:29:26",2202
"2019-04-23 17:29:06","2019-04-23 17:39:06",2051
"2019-04-23 17:29:07","2019-04-23 17:29:11",2076
"2019-04-23 17:29:09","2019-04-23 17:29:33",2051
"2019-04-23 17:29:11","2019-04-23 17:39:11",2224
"2019-04-23 17:29:12","2019-04-23 17:30:07",2224
"2019-04-23 17:29:13","2019-04-23 17:39:13",1429
"2019-04-23 17:29:17","2019-04-23 17:39:17",1429
"2019-04-23 17:29:19","2019-04-23 17:38:06",1100
"2019-04-23 17:29:26","2019-04-23 17:31:51",1429
"2019-04-23 17:29:31","2019-04-23 17:31:38",1433
"2019-04-23 17:29:33","2019-04-23 17:39:33",1429
"2019-04-23 17:29:35","2019-04-23 17:32:48",6011
"2019-04-23 17:29:44","2019-04-23 17:39:44",4059
"2019-04-23 17:29:58","2019-04-23 17:31:56",2202
"2019-04-23 17:30:01","2019-04-23 17:40:01",3059
"2019-04-23 17:30:03","2019-04-23 17:40:03",2202
"2019-04-23 17:30:04","2019-04-23 17:40:04",1433
"2019-04-23 17:30:05","2019-04-23 17:35:13",3019
"2019-04-23 17:30:07","2019-04-23 17:37:46",2224
"2019-04-23 17:30:22","2019-04-23 17:40:22",1100
"2019-04-23 17:30:26","2019-04-23 17:40:26",6011
"2019-04-23 17:30:28","2019-04-23 17:37:40",2204
"2019-04-23 17:30:30","2019-04-23 17:40:30",1412
"2019-04-23 17:30:37","2019-04-23 17:36:16",5054
"2019-04-23 17:30:41","2019-04-23 17:33:40",4059
"2019-04-23 17:30:44","2019-04-23 17:40:44",1300
"2019-04-23 17:30:51","2019-04-23 17:40:51",1100
"2019-04-23 17:30:54","2019-04-23 17:40:54",4059
"2019-04-23 17:30:58","2019-04-23 17:40:58",1433
"2019-04-23 17:31:02","2019-04-23 17:33:04",2224
"2019-04-23 17:31:08","2019-04-23 17:41:08",1100
"2019-04-23 17:31:10","2019-04-23 17:41:10",1433
"2019-04-23 17:31:13","2019-04-23 17:41:13",5029
"2019-04-23 17:31:14","2019-04-23 17:41:14",4051
"2019-04-23 17:31:16","2019-04-23 17:41:16",2084
"2019-04-23 17:31:21","2019-04-23 17:41:21",1412
"2019-04-23 17:31:30","2019-04-23 17:36:40",2204
"2019-04-23 17:31:32","2019-04-23 17:41:32",2084
"2019-04-23 17:31:34","2019-04-23 17:33:18",4059
"2019-04-23 17:31:35","2019-04-23 17:37:10",2202
"2019-04-23 17:31:36","2019-04-23 17:33:45",6049
"2019-04-23 17:31:38","2019-04-23 17:38:20",1433
"2019-04-23 17:31:40","2019-04-23 17:31:51",2202
"2019-04-23 17:31:42","2019-04-23 17:41:42",2084
"2019-04-23 17:31:44","2019-04-23 17:41:44",2224
"2019-04-23 17:31:46","2019-04-23 17:35:14",3019
"2019-04-23 17:31:48","2019-04-23 17:37:24",2202
"2019-04-23 17:31:51","2019-04-23 17:41:51",1429
"2019-04-23 17:31:56","2019-04-23 17:41:56",2204
"2019-04-23 17:31:59","2019-04-23 17:41:59",1100
"2019-04-23 17:32:01","2019-04-23 17:42:01",3209
"2019-04-23 17:32:12","2019-04-23 17:36:04",6011
"2019-04-23 17:32:14","2019-04-23 17:42:14",1433
"2019-04-23 17:32:16","2019-04-23 17:33:18",2204
"2019-04-23 17:32:23","2019-04-23 17:38:02",4059
"2019-04-23 17:32:41","2019-04-23 17:42:41",2204
"2019-04-23 17:32:48","2019-04-23 17:35:12",1429
"2019-04-23 17:32:49","2019-04-23 17:42:49",1300
"2019-04-23 17:32:55","2019-04-23 17:42:55",5224
"2019-04-23 17:33:03","2019-04-23 17:43:03",1412
"2019-04-23 17:33:04","2019-04-23 17:36:59",2224
"2019-04-23 17:33:06","2019-04-23 17:34:07",6082
"2019-04-23 17:33:07","2019-04-23 17:34:52",2084
"2019-04-23 17:33:08","2019-04-23 17:34:11",1300
"2019-04-23 17:33:15","2019-04-23 17:43:15",1433
"2019-04-23 17:33:16","2019-04-23 17:35:29",6011
"2019-04-23 17:33:18","2019-04-23 17:33:28",2204
"2019-04-23 17:33:19","2019-04-23 17:33:44",4059
"2019-04-23 17:33:25","2019-04-23 17:43:25",1425
"2019-04-23 17:33:28","2019-04-23 17:35:32",1100
"2019-04-23 17:33:33","2019-04-23 17:40:08",2051
"2019-04-23 17:33:36","2019-04-23 17:38:20",4059
"2019-04-23 17:33:40","2019-04-23 17:35:55",1431
"2019-04-23 17:33:44","2019-04-23 17:34:22",4059
"2019-04-23 17:33:45","2019-04-23 17:33:49",6049
"2019-04-23 17:33:49","2019-04-23 17:35:01",1100
"2019-04-23 17:33:52","2019-04-23 17:34:39",1433
"2019-04-23 17:33:56","2019-04-23 17:34:01",3019
"2019-04-23 17:34:01","2019-04-23 17:36:29",3019
"2019-04-23 17:34:03","2019-04-23 17:44:03",1433
"2019-04-23 17:34:05","2019-04-23 17:40:25",1100
"2019-04-23 17:34:07","2019-04-23 17:36:45",1427
"2019-04-23 17:34:10","2019-04-23 17:39:23",1412
"2019-04-23 17:34:11","2019-04-23 17:37:15",1300
"2019-04-23 17:34:15","2019-04-23 17:42:16",3209
"2019-04-23 17:34:16","2019-04-23 17:35:14",1412
"2019-04-23 17:34:18","2019-04-23 17:44:18",2051
"2019-04-23 17:34:22","2019-04-23 17:34:47",4059
"2019-04-23 17:34:25","2019-04-23 17:44:25",1100
"2019-04-23 17:34:29","2019-04-23 17:34:40",5026
"2019-04-23 17:34:31","2019-04-23 17:44:26",4059
"2019-04-23 17:34:32","2019-04-23 17:35:34",1429
"2019-04-23 17:34:35","2019-04-23 17:44:35",2204
"2019-04-23 17:34:36","2019-04-23 17:44:36",2204
"2019-04-23 17:34:37","2019-04-23 17:37:10",1300
"2019-04-23 17:34:38","2019-04-23 17:44:38",1100
"2019-04-23 17:34:39","2019-04-23 17:44:39",1100
"2019-04-23 17:34:40","2019-04-23 17:43:36",1412
"2019-04-23 17:34:42","2019-04-23 17:44:42",1429
"2019-04-23 17:34:47","2019-04-23 17:35:20",4209
"2019-04-23 17:34:49","2019-04-23 17:35:59",1431
"2019-04-23 17:34:50","2019-04-23 17:35:12",1412
"2019-04-23 17:34:52","2019-04-23 17:35:53",6049
"2019-04-23 17:34:54","2019-04-23 17:43:57",1431
"2019-04-23 17:35:01","2019-04-23 17:45:01",1100
"2019-04-23 17:35:03","2019-04-23 17:35:25",5054
"2019-04-23 17:35:06","2019-04-23 17:44:56",2051
"2019-04-23 17:35:11","2019-04-23 17:45:11",3209
"2019-04-23 17:35:12","2019-04-23 17:41:13",1429
"2019-04-23 17:35:13","2019-04-23 17:35:17",3019
"2019-04-23 17:35:14","2019-04-23 17:37:42",1412
"2019-04-23 17:35:15","2019-04-23 17:35:20",4209
"2019-04-23 17:35:17","2019-04-23 17:36:31",3019
"2019-04-23 17:35:18","2019-04-23 17:40:11",3209
"2019-04-23 17:35:20","2019-04-23 17:35:46",1412
"2019-04-23 17:35:25","2019-04-23 17:35:41",5054
"2019-04-23 17:35:27","2019-04-23 17:35:39",1422
"2019-04-23 17:35:29","2019-04-23 17:35:34",6011
"2019-04-23 17:35:32","2019-04-23 17:36:29",1100
"2019-04-23 17:35:34","2019-04-23 17:39:45",1100
"2019-04-23 17:35:39","2019-04-23 17:35:40",2051
